station id,station name,latitude,longitude
3096.0,Union Ave & N 12 St,40.71924,-73.95241999999999
3100.0,Nassau Ave & Newell St,40.724812564400175,-73.94752621650694
3101.0,N 12 St & Bedford Ave,40.72079821,-73.95484712
3102.0,Driggs Ave & Lorimer St,40.72179134,-73.95041540000001
3103.0,N 11 St & Wythe Ave,40.72153267,-73.95782357
3105.0,N 15 St & Wythe Ave,40.724055,-73.955736
3106.0,Driggs Ave & N Henry St,40.72325,-73.94308000000001
3107.0,Bedford Ave & Nassau Ave,40.72311651,-73.95212324
3108.0,Nassau Ave & Russell St,40.725570000000005,-73.94434
3109.0,Banker St & Meserole Ave,40.72606,-73.95621
3110.0,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
3112.0,Milton St & Franklin St,40.72906,-73.95779
3113.0,Greenpoint Ave & Manhattan Ave,40.730259999999994,-73.95394
3115.0,India St & Manhattan Ave,40.73232194,-73.9550858
3116.0,Huron St & Franklin St,40.732659999999996,-73.95826
3117.0,Franklin St & Dupont St,40.735640000000004,-73.95866
3118.0,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001
3119.0,Vernon Blvd & 50 Ave,40.74232744,-73.95411749
3120.0,Center Blvd & Borden Ave,40.741609999999994,-73.96044
3121.0,Jackson Ave & 46 Rd,40.74524768,-73.94733276
3122.0,48 Ave & 5 St,40.74436328706688,-73.95587325096129
3123.0,31 St & Thomson Ave,40.74469738,-73.93540375
3124.0,46 Ave & 5 St,40.74731,-73.95451
3125.0,45 Rd & 11 St,40.74708586,-73.94977234
3126.0,44 Dr & Jackson Ave,40.74718234,-73.9432635
3127.0,9 St & 44 Rd,40.74966,-73.9521
3128.0,21 St & 43 Ave,40.75052534,-73.94594845
3129.0,Queens Plaza North & Crescent St,40.75110165,-73.94073717
3130.0,21 St & Queens Plaza North,40.75325964,-73.94335788
3131.0,E 68 St & 3 Ave,40.76712840349542,-73.96224617958069
3132.0,E 59 St & Madison Ave,40.76350532,-73.97109243
3134.0,3 Ave & E 62 St,40.76312584,-73.96526895
3135.0,E 75 St & 3 Ave,40.77112927,-73.95772297
3136.0,5 Ave & E 63 St,40.766368,-73.971518
3137.0,5 Ave & E 73 St,40.77282817,-73.96685276
3139.0,E 72 St & Park Ave,40.77118287540658,-73.96409422159195
3140.0,1 Ave & E 78 St,40.77140426,-73.9535166
3141.0,1 Ave & E 68 St,40.76500525,-73.95818491
3142.0,1 Ave & E 62 St,40.761227399999996,-73.96094022
3143.0,5 Ave & E 78 St,40.77632142182271,-73.96427392959596
3144.0,E 81 St & Park Ave,40.77677702,-73.95900970000001
3145.0,E 84 St & Park Ave,40.77862688,-73.95772073
3146.0,E 81 St & 3 Ave,40.77573034,-73.9567526
3147.0,E 85 St & 3 Ave,40.77801203,-73.95407149
3148.0,E 84 St & 1 Ave,40.77565541,-73.95068615
3150.0,E 85 St & York Ave,40.77536905,-73.94803392
3151.0,E 81 St & York Ave,40.7728384,-73.94989233
3152.0,3 Ave & E 71 St,40.76873687,-73.96119945
